User ID,User Difficulty Choice,User Read Books (2017),User Read Books (2018),Average Rating (2017)
ID367862230,2,"7730, 5839, 5600, 6929","6287, 7159, 5786, 5916, 5232",4.87767527196154
ID599916894,2,5794,6528,5.934106248630164
ID592321475,4,5316,7946,2.9645569761237396
ID223469138,2,7499,5053,4.672454377568909
ID711130759,1,"7138, 5050, 6203","6941, 6107, 5033",5.787900367641032
ID488191087,5,7414,7332,1.892907620557866
ID100114343,1,7032,"6498, 6228",1.6682156000496895
ID317724366,5,"7484, 6192, 6982, 6896, 5357, 6657, 5145, 7927, 5834","6134, 6682, 7776, 7289, 7205, 6827, 6295, 7852, 5555",1.4620178728483797
ID720130073,3,7007,6130,0.0
ID110593375,1,6458,7798,4.570284400624776
ID165099580,4,6989,5726,4.824932415882694
ID933320671,4,"6485, 6983, 5546, 7348","5782, 5604, 6738, 7116, 6883",2.8462905975627906
ID879691472,1,6697,"5815, 7385",2.0496171971237844
ID288299257,1,"5875, 5098, 6774, 6052","7696, 7179, 5793, 7903, 5564",2.291060734751906
ID284451600,Not specified,"5996, 7825, 5133, 6208","7227, 6852, 5758, 5413, 7786",2.0639251202193183
ID129073462,4,"5564, 5863","6228, 5778",3.542668570769003
ID790917181,1,"6161, 7247","7058, 5192",1.867817833572447
ID682942854,5,"5304, 6460, 5601","6806, 7615, 6413",3.682701546188955
ID994529502,4,5299,6830,2.9957526690282013
ID573237285,2,5242,5164,0.7203443381702579
ID359164889,2,"7811, 5258, 5922","7861, 5465, 5296",3.7579298047763756
ID99944137,5,6521,5858,4.878397377467013
ID382801465,4,"6923, 6645, 7596","6508, 6197, 6308",4.136210934033867
ID797903356,5,"6637, 7896, 7859, 5513, 6881, 5651, 6676, 7204, 6154","5492, 6411, 7453, 7538, 6767, 6509, 7670, 7375, 5769",2.799323708511533
ID189979030,2,"5967, 5347, 7834","5466, 5079, 6886",1.0051901906292742
ID640373396,3,"6127, 5409, 7785","6542, 7831, 6170",3.9852929929669068
ID960174170,1,"6875, 7100, 6879","5637, 6378, 6034",0.9489821346133945
ID106233759,5,7477,5177,0.0
ID249432223,2,"5891, 7960, 7681","7228, 5733, 7404",4.012136714897863
ID168229350,5,"5353, 7994, 7964, 7775","6952, 5362, 7884, 6252, 7533",1.7891882117062077
ID215935887,2,"7751, 5046, 5064","5052, 7195, 5030",3.892520767315754
ID772220181,3,"7695, 5487, 5720","7051, 7553, 7177",1.5738685219600246
ID649526083,5,"7637, 7024","5348, 7227",1.4933820656583008
ID601845328,4,"7068, 6159, 5632, 6658, 6533, 7631, 6684","5171, 7137, 6561, 5345, 6076, 7166, 5134, 6760",3.2675110618135945
ID266912308,Not specified,"7371, 6157, 6758","6430, 5707, 7984",2.3727758263748124
ID809863044,3,"6770, 5015, 7816","6024, 5182, 7928",0.9085595661620237
ID973646051,1,"7251, 6733, 7192","6008, 7439, 5677",0.93908763097799
ID738802536,4,"5199, 7658","7396, 6108",1.2428867220866597
ID99310570,4,6290,"6948, 6748",5.345473515223426
ID836386624,4,7746,5530,4.578141801529775
ID945083159,1,"5828, 6118, 6239","6643, 7126, 6415",6.275026466935077
ID423482765,2,5634,7875,3.1389408909260412
ID594983952,5,"5185, 6884, 5341","7128, 6548, 5369",4.455983504992348
ID320861273,3,6388,7068,3.856637332551962
ID491953435,1,7388,6062,7.883219097750075
ID657689309,5,"7980, 6947","5056, 7328",2.3107780415041335
ID448779731,3,6704,5305,2.5953762863832637
ID212438958,5,6872,6875,4.316515621324792
ID453792097,4,6315,"6525, 6388",1.9157543042836025
ID406236847,Not specified,7064,7646,3.5562555485677434
ID864008505,5,5514,"5263, 7639",1.8199397508692017
ID703767105,4,5070,5599,4.936634166540894
ID937839389,1,"6488, 5575","7171, 7170",5.074761635690193
ID906866623,2,"7931, 6373, 6721","6110, 6507, 7277",2.611500323415896
ID986744188,3,"6799, 7775, 7464","7357, 7762, 5520",1.961019232437519
ID818491199,3,7080,6223,5.405676808640609
ID353883394,4,6734,5853,1.7744218143851187
ID155021639,1,"5398, 7640, 7258","5394, 6272, 7083",3.434180213482243
ID755722033,3,5262,"6357, 5864",5.454906897825346
ID695557312,4,"6479, 7874, 5873, 7194, 7001, 5198, 5982","7458, 5182, 6972, 7035, 6534, 6413, 7114, 7353",3.5575100074462838
ID265792100,Not specified,7552,"5943, 5044",4.9198282800765405
ID862323449,Not specified,6340,6912,4.175704749270139
ID108937596,3,"6769, 7309, 6988, 6695","5911, 5868, 6275, 5210, 5327",2.0716938134938845
ID362667142,1,7706,7079,5.99822654825868
ID643994547,2,"6275, 6992, 7161, 5112, 6939","5701, 7458, 6876, 7928, 7603",4.369689056729524
ID160920060,Not specified,"5715, 5924","7948, 5778, 5427",4.735617970649832
ID632270931,2,6511,5575,6.5982853910407275
ID847901818,5,5527,6714,1.39732669825497
ID257866906,5,"6404, 7988, 6607","7235, 7645, 5037",2.3367040770468424
ID367345090,4,"7171, 6971, 5315","5623, 5195, 6028",4.874390271282913
ID212689375,1,5791,"7934, 6693",1.2609697854098698
ID51900530,1,"5032, 5920, 5566, 5834","6215, 6483, 6138, 5057, 6363",4.26351838829344
ID749762166,3,"5441, 7265, 7428, 5214","5303, 7144, 6320, 5493, 7510",6.1635307017008545
ID946096458,3,5022,"7302, 7284",3.9108651525315463
ID205354498,Not specified,7992,5932,0.0
ID731486350,3,"7341, 7680, 5944","7711, 5849, 6354",1.7201123741107205
ID730537622,1,"5620, 6221, 5540","7478, 6185, 6761",1.623394605191731
ID704998993,1,6845,6238,1.1590666063935573
ID808573125,2,5289,7582,6.497504663026238
ID25873408,Not specified,"5044, 7259","6779, 5668",2.599123533497004
ID195511721,4,7365,6653,2.886804000630888
ID375163692,2,"5484, 7125, 6226, 5287","7667, 7751, 6723, 7863, 7861",1.7002388356823022
ID977170420,Not specified,"6162, 6313, 7061, 5765","6673, 5572, 6093, 5464, 7128",4.758136601110691
ID603261959,1,6862,6269,1.4912919634870092
ID588225946,2,6961,7661,4.824180277649786
ID940318563,5,"5339, 5167, 5706, 7246, 6814","5392, 5557, 7240, 5653, 5573",2.1314145217201164
ID898081353,Not specified,"6326, 5020, 6109, 6463, 7290","5029, 6767, 6574, 7476, 7858",7.399811399669396
ID46390430,4,"6347, 5864, 6357, 6021","6005, 6293, 6530, 5300, 5154",3.240128905478076
ID354800042,Not specified,6288,6135,6.131181583459715
ID293470517,2,"7416, 7517, 7420, 6569","5432, 5877, 7500, 6964, 7320",3.9009071164998863
ID248630037,4,"7912, 7432, 7313, 6987, 5245, 5287","5669, 5627, 6497, 5716, 6389, 5203",1.9591351257459273
ID631055213,2,6697,"6412, 7363",2.038347367981721
ID184675162,5,"5166, 5350, 5619","7425, 5014, 5276",5.41106132807857
ID56245376,3,7900,5714,3.8051235837953388
ID460589706,5,"5937, 7343, 6134, 6838","5067, 7219, 7596, 5813, 7009",3.5255214798070584
ID781066597,1,7416,"7453, 7202",5.517334740095918
ID821238935,1,5763,"7291, 5456",0.04108846431552582
ID356443092,5,"7155, 7146, 6547","5606, 5390, 5201",2.7567037261218723
ID750223283,Not specified,"6911, 5139, 5880, 6449, 5863, 7175, 7985","7318, 5495, 6758, 5096, 5686, 5369, 6781, 7333",5.713219201312741
ID815340380,4,"6737, 6478, 6026","7673, 6587, 6731",4.6673059935391805
ID566601035,2,"6301, 6147","7982, 7923",5.2611204615779705
ID322256205,2,"6581, 6533","5081, 6591, 7202",5.609581625391661
ID861752331,1,"6456, 6810, 6065, 6273","7728, 5578, 7572, 7308, 7192",5.061713011856499
ID178551622,Not specified,5500,5489,2.503007653849881
ID684326429,Not specified,6383,6457,3.8298053528897666
ID574627708,Not specified,7189,6143,6.301349617059292
ID242072463,Not specified,"7937, 7120","5445, 5634",3.440339617018971
ID930444568,Not specified,"6080, 6399, 5242","6245, 7793, 7009",0.9579569753868786
ID980084145,3,5933,"7827, 6709",0.029100188164894902
ID243917423,5,6451,7650,2.5923321821888115
ID481637251,5,"7605, 7621, 7301","5625, 5437, 5522",1.2313528568508145
ID693790533,4,5226,"6172, 7473",7.682018165460049
ID148539517,Not specified,6167,7545,1.795974780776389
ID866610400,Not specified,6730,7348,0.0
ID941185268,4,7689,"6637, 5534",6.201078065249169
ID373016580,3,"5539, 7737, 5097","7173, 5094, 7282",3.939580493687575
ID207862029,3,5861,5601,3.6048255023237044
ID903725064,5,6693,6396,0.0
ID204206135,3,6165,"5804, 5578",3.256107959365271
ID317563006,5,5578,"7335, 5622",3.0039528201602783
ID145563093,Not specified,"5319, 6520, 7576","5520, 5963, 7135",3.1640327454716712
ID846567687,Not specified,"7080, 7456, 5921","6713, 5721, 7262",2.5631213870222056
ID14042840,4,"6205, 7624, 7062","7814, 5389, 5517",4.965420244928435
ID85255622,1,"7850, 7746, 6668, 7700, 5592","6917, 5519, 5749, 6663, 6962",5.178141994507113
ID401352502,3,"5910, 5323, 7281, 6584, 6083, 7706, 5343","6069, 6204, 6347, 6647, 6505, 6808, 7025, 6914",1.3526839636917942
ID174613116,2,5958,6567,2.9613769444453686
ID264105686,5,5708,6715,2.47188823627052
ID630546758,4,5640,5761,1.2097207206402842
ID211163996,Not specified,"7190, 7173, 7688","5735, 7864, 7827",1.9246140173222568
ID34220746,1,"5715, 7973, 6228, 7261","6803, 7625, 6206, 6718, 6936",2.28061201352071
ID105822828,4,5431,"6021, 7993",5.313739363762382
ID663514167,3,"6304, 6671, 7122, 5074","5050, 7119, 6758, 5497, 5059",4.475607869936336
ID618801848,1,"7885, 6202, 7837","6009, 7659, 7374",4.32073419228654
ID648315400,5,5091,"5608, 5648",1.1499918089708197
ID918002205,3,6450,6022,4.7486350126458525
ID955825967,2,7931,6526,7.100040004535916
ID470156539,2,"6929, 6667, 7377, 5622","7869, 7780, 6605, 7265, 5059",4.991282873150829
ID662034374,2,6916,"7307, 6415",4.109923329587212
ID602110078,Not specified,6580,7034,3.870580821993613
ID307103083,3,6283,"6393, 5112",1.5087938082081038
ID376118744,2,"5232, 6186, 6039","7028, 7766, 5503",1.2430297251412166
ID828702257,2,"5830, 6394, 6370","6448, 6507, 5314",4.410051685494619
ID522332051,Not specified,5831,6908,4.477960225941988
ID867536265,Not specified,"5417, 7769, 6457, 7507, 5730, 6782, 6524","6623, 5017, 7565, 7484, 6448, 6781, 6840, 6751",5.108106523150911
ID622154979,Not specified,6580,5467,4.111020793472243
ID63127390,3,"7125, 5339, 6976","5966, 5857, 7555",1.371164890174093
ID616275854,5,"5475, 5420, 7133, 6157","5040, 6141, 6379, 7155, 5915",2.4586213394235843
ID43350864,4,"7330, 6527, 7448, 5939, 5661","5776, 6439, 7177, 7621, 6939",1.5432332338427952
ID340780355,Not specified,"5389, 6533","7756, 7204",2.7148757605943556
ID112852787,Not specified,"7694, 7012, 7344","6887, 6834, 6838",1.6920259224331808
ID146773426,Not specified,"5695, 7652, 6717, 6734, 5455","5421, 6851, 6621, 5019, 7654",2.493890102841514
ID893793690,Not specified,7864,5049,1.180493062011422
ID367506628,2,"6012, 5666, 7898, 7212, 7736, 5353, 7248","7506, 7570, 6992, 6543, 6048, 7742, 6868, 7575",3.018290105290331
ID735286318,3,5316,5810,3.18698784545833
ID859745459,5,"5067, 7842","7283, 5616",1.7231678139056767
ID542919933,1,5078,"7801, 5592",4.2360207067057996
ID190660051,2,"7659, 6009, 6626","7449, 7082, 7649",2.2646487918224807
ID275042088,4,"6495, 7452, 5812","5273, 7422, 5460",2.3816428634010816
ID312592098,Not specified,"7382, 7051, 6355","5224, 7407, 7873",0.9233349837492488
ID172797308,Not specified,"5778, 5556, 6570, 6709","7842, 5811, 6402, 5379, 7177",2.0578208497388917
ID395883008,4,6629,5805,5.538140010199963
ID107238511,Not specified,"5270, 6351, 6904, 6237, 5174, 7623","6115, 7710, 6715, 7397, 7327, 6111",5.855422369997061
ID822315338,1,"6104, 5943","5155, 7977",4.824205245445198
ID322336336,5,7213,"6662, 7551",5.138041561758376
ID210608968,2,"6071, 5515, 5381, 7387, 6464","7614, 6116, 5605, 7439, 6722",3.4953976256157104
ID559998358,5,"7649, 7337, 5426, 6447","6293, 7567, 7128, 6926",2.8407119670550793
ID779179075,5,"7472, 7857, 6115, 6608, 6341, 7722, 5596","5613, 7769, 5384, 5403, 6944, 5559, 5463, 7458",2.5294704525755014
ID93955623,1,"7551, 6441","5674, 7662",1.3704735052362147
ID408397132,3,"6811, 6419, 7766, 7905","5424, 6499, 7987, 5675",2.222832588128944
ID994938774,2,"7287, 6244, 6953, 6299, 5388, 7802","5804, 5019, 7872, 7055, 6231, 6611",2.3778549854291815
ID407688793,2,7716,5463,4.305494630086843
ID917861816,2,5423,7740,3.2114061085529806
ID988388744,1,"6762, 6200, 6647","5860, 7431, 6543",4.919091781511888
ID283744327,4,5860,5819,2.718593808604575
ID341371895,2,7067,5392,0.1449401313039087
ID686349379,2,"5337, 6437, 6005, 6993, 6941, 7145, 7169, 5129, 5290","7514, 6128, 7055, 6426, 6633, 5473, 7630, 7419, 6101",6.460612465903704
ID530332489,Not specified,7898,6321,1.8873412581265097
ID413708642,2,6476,6027,0.0
ID133396996,Not specified,6765,5209,1.102372462581136
ID214565584,5,"7685, 5793, 5209","5535, 6276, 5444",2.5289043136448353
ID716568053,5,5323,6438,1.653762947028663
ID462606223,4,"6154, 6151","7865, 7950",9.766203961292518
ID210469421,5,7351,6010,0.0
ID233700107,Not specified,"7827, 7268, 7811","5084, 7990, 7686",5.167597986512436
ID201215812,4,5586,6542,3.1545975710805383
ID745385583,1,"7100, 7258, 5181, 5445","7711, 6610, 6043, 5873, 6288",6.24552868901261
ID965367291,4,5345,"6264, 6828",1.1818733557535728
ID786667014,5,"5423, 7640, 6059, 5702, 7327","5231, 7376, 6058, 6914, 7025",3.419553932755727
ID165850398,3,5372,5588,4.301322304445263
ID345233797,4,"7947, 7633","6520, 7866",4.224798723112083
ID263423731,Not specified,"6225, 5376, 7022, 5659","5769, 5005, 6086, 7745, 6744",3.4572370342859746
ID758297761,2,"5515, 5276","6227, 6409",3.0669550333039037
ID483070860,Not specified,"7005, 6311","7605, 6294",3.729122448562764
ID393894819,1,5427,5205,2.4685156258726657
ID927487148,5,5627,5819,5.064176200753193
ID471322687,1,"7342, 6295, 6973","6573, 7259, 7116",3.167805212629645
ID935261201,4,6391,"7164, 7765",6.288025944774267
ID691032202,3,"5489, 5757","5231, 7087",3.7637424395063945
ID421163325,2,7196,7179,1.6348109285011883
ID491044054,4,7029,7915,5.625390082207039
ID543722035,Not specified,"7005, 5379, 6841, 5108","5803, 5419, 7369, 5508, 7116",3.52018481953139
ID740504657,1,7551,"6750, 5872",3.48322332145342
ID978551980,3,"5341, 6371, 6005","7678, 5696, 5581",2.3225242737643605
ID483818739,3,"7349, 6546, 7510, 7434, 7661, 7238","6321, 6632, 5890, 6361, 7156, 6935",4.991262705165912
ID777248499,5,6160,6255,3.0163824901455043
ID568248733,1,"6373, 5725, 7613","6371, 6858, 5236",4.509535128323203
ID83687117,3,"6872, 6309, 7760","5287, 5633, 6464",5.138052666478803
ID842095416,4,7782,6914,3.7831079586263403
ID969254073,4,"7359, 5729, 7538, 6643, 7112, 5478","7170, 5728, 5221, 6998, 5169, 7760",2.598036437998449
ID224956795,Not specified,6024,7660,6.667530374341192
ID581302693,4,7657,6019,6.156490826534267
ID101070100,5,"7119, 6907","7138, 6249",1.4921984271642676
ID334745284,1,5438,6646,7.328659385278231
ID355871368,3,6845,7603,3.0874426613313446
ID38690738,5,"5408, 7637","7006, 6382",6.028381482575648
ID532564211,5,"7283, 7842, 5507","5253, 7958, 7970",1.7237134128016243
ID300955710,2,5658,7224,3.1381698664739432
ID259987194,1,"5279, 6415, 5400","6054, 7060, 5067",6.089180838569058
ID951633642,4,"6299, 6791, 5469","6173, 6846, 5686",2.6813447824999073
ID357357295,Not specified,5425,6644,2.2845368923276084
ID829846790,4,"6558, 5119","5698, 6314",3.0425531552181093
ID562171327,4,"5885, 5367","7107, 7774, 5012",3.461994498198235
ID61769150,2,"7482, 5813, 7176, 5325, 7707, 5412, 6999","7089, 6966, 7683, 5582, 6906, 7002, 7603, 6969",5.1227351496992695
ID430921378,Not specified,"6191, 7394","7330, 7279",4.872444813566746
ID473866220,2,"6567, 5965","6626, 5680",0.6434207678061861
ID654499950,1,"6972, 6650, 5996","6500, 5512, 5787",1.5441291947547306
ID688792614,1,5002,7773,3.0207858759480386
ID964585677,3,"6651, 7681, 5269, 7414","7484, 6507, 5605, 5284",2.0383225002442704
ID672144541,4,"5584, 6402, 6609","6803, 7761, 7574",6.6016168136098505
ID355126903,5,"6357, 7166, 6398","5248, 7142, 5361",2.9497200767592666
ID770903434,1,"5901, 7481, 6346","7960, 5343, 6084",3.5457575015207037
ID10722162,Not specified,"6568, 5552, 5997, 5396","6810, 5070, 5814, 6368",5.003200906724732
ID966812984,4,"5824, 5740, 7838","7023, 6401, 7019",1.116572423761114
ID553453567,5,"7291, 7138, 6261, 6542, 7446, 6862","7539, 7310, 7903, 7086, 7294, 7675",2.3310583859939684
ID713809030,1,5618,7959,8.03868791302517
ID361328139,3,"7023, 7838, 5612","7256, 7921, 7350",1.4102996038915083
ID865991213,2,"6303, 6806, 6403, 5040, 6884","7577, 6933, 7723, 6110, 7504",4.54955291111028
ID235071926,1,"5501, 5841","7482, 6022",4.495382566089907
ID856086067,3,6739,"6180, 7682",2.118371950226032
ID189498381,1,6109,7046,6.492065896455048
ID888837239,Not specified,7163,"7622, 7485",4.492190002251483
ID889041359,3,5699,7007,5.147061991335905
ID349839194,2,"7123, 5946, 5445, 6624","5868, 6717, 7194, 7048, 6935",4.923087753529353
ID334957869,4,7007,6158,0.6950672264425295
ID382340346,3,6789,"6713, 6971",2.8685659212055774
ID444843887,Not specified,7818,5449,7.362153009935755
ID681403552,Not specified,"5476, 5132","6943, 6602",0.7312543461279373
ID116737201,2,"6707, 6783, 5242","5616, 7988, 5638",2.3085904323053605
ID68810213,2,7474,5919,5.889072419549296
ID619368655,1,6735,5175,3.5975306924773345
ID134434037,1,"6252, 5793, 6087","7771, 5019, 7780",5.076349660896933
ID199810861,5,5586,"7403, 5869",5.088558652408911
ID728416811,5,5215,6023,2.572341202112095
ID589661194,1,"6393, 5210, 5841, 7397","5734, 5571, 7237, 7912, 7291",2.9435082941255333
ID136306812,2,"5545, 5588, 6285, 5208","5899, 6878, 7760, 6225, 5748",4.1587224071602815
ID890033974,5,"5950, 5191, 7347, 5330, 7009","6005, 7148, 5249, 6217, 7613",6.970548922668298
ID816016034,2,6884,"7337, 5351",3.215398872660125
ID723215796,2,7265,7123,5.923836169003807
ID244201631,2,"6551, 7409, 5808, 7886, 7861","7216, 7752, 6915, 5648, 6726",2.927722487086652
ID214332692,3,5249,6817,7.350397301593267
ID766699549,2,6795,5749,1.9895539978896337
ID116784256,2,"6276, 6210","6181, 5267, 5988",1.437285487298039
ID471885369,2,7719,"7037, 6839",0.9113062962819749
ID394911156,3,"6237, 7251, 5958","6792, 6757, 6082",3.126704112410121
ID673623258,5,"5905, 5266, 7086","7528, 5771, 7226",3.03032529692536
ID157241327,Not specified,6803,5060,1.8728128065425835
ID502925386,3,"5561, 7527, 6179","7994, 7553, 5047",2.1224421492055527
ID462806603,4,"6726, 6081, 6701, 5219","6538, 6446, 6885, 7136, 5028",3.4826500618385445
ID207982484,3,6824,5357,1.3079479992937233
ID141527205,Not specified,7548,"6323, 6889",2.634383758741532
ID190004631,3,"6062, 6077, 7068, 7436","6236, 7918, 5241, 7402, 6347",4.856634564155924
ID533485386,1,6711,6256,3.7818735508570303
ID852216339,2,"6492, 5004","5977, 6970, 6206",3.967489328826966
ID111597141,1,6163,7263,7.773381046973899
ID916750147,Not specified,"6189, 5066, 5569","7512, 5689, 7174",5.758986306968012
ID772527710,5,5916,"7562, 7180",9.245581699841358
ID469483391,3,"7529, 6750, 5735","7972, 6024, 6163",4.177682225406891
ID96457485,1,"5745, 6026, 7873, 5030","5163, 7424, 5495, 5072, 7454",1.1549585294196758
ID293371010,Not specified,6703,7500,2.66938848371009
ID446797990,1,5339,5626,0.06572083058203049
ID65201575,1,"7191, 6964, 6114, 6595, 6407","5715, 6168, 5336, 6549, 7074",3.041932673945839
ID975188155,5,6956,6394,6.852814186864391
ID7307833,1,7013,7474,2.31653142959547
ID539899086,3,7403,7368,6.268000101489269
ID861590287,5,"6571, 7606, 7423, 7033","6426, 5352, 7334, 5413, 5540",1.8130489966338135
ID452423331,Not specified,"6891, 6795, 6125","5652, 6979, 7820",2.418733004280855
ID163039279,Not specified,"7719, 6075, 6913, 7593, 5238, 7111","6289, 6084, 5292, 6938, 6934, 7822",4.857790673022108
ID998059027,3,"7158, 7162, 5861","7132, 6826, 5327",2.1465567976170097
ID316445832,1,"5381, 7013, 5761","6155, 6531, 7245",1.09916345286478
ID317050417,Not specified,6018,5649,1.1688848168432069
ID100802842,3,"5308, 5282, 5280, 6007","6660, 6930, 7351, 7085",2.860249019488543
ID831732191,3,6728,5218,1.1360933430193962
ID349521433,2,7506,"6786, 5584",4.586126867470753
ID205351286,Not specified,"6734, 6241, 5916","5077, 6128, 6064",3.867221336950916
ID909848304,4,5494,6427,7.19012158220489
ID697631217,4,"5527, 7571, 6981, 5737, 5729, 5587, 7636","5000, 7623, 5202, 6398, 6264, 5458, 5262, 5641",6.694237922908323
ID63558031,1,6350,7642,6.011351546268779
ID594039070,Not specified,"6314, 5672, 6078","5705, 6708, 7171",3.8477637392425774
ID894647836,Not specified,"7701, 5365","6364, 7224",4.9892254370924
ID805255696,2,"7141, 7476","7301, 5332",4.014220178229143
ID958849896,5,"5898, 5554, 6311, 7799, 5501, 6569, 6952","6320, 7383, 7381, 7221, 5121, 6538, 7944, 5323",2.0735385990489847
ID332233547,Not specified,"7469, 6180, 5987, 7109","6211, 7271, 6424, 6470",2.293957326869355
ID904961007,4,"5237, 7651, 7289, 7407","7765, 5929, 7808, 7458, 6969",3.028576260446571
ID97009401,1,"7106, 6814, 7750, 5423, 5350","6229, 7964, 7570, 7689, 7799",4.166948437770363
ID847250051,4,"7613, 5367, 6926","7780, 7888, 5887",3.920114215449363
ID853432588,2,"7472, 5587, 6389","6421, 6364, 6791",3.9185960527905777
ID530199527,5,"5331, 7688","7339, 6975",6.141844607963587
ID245980931,Not specified,6746,"6109, 7352",4.956868830278413
ID836239340,3,6611,5912,2.7592088404950195
ID852425197,5,"7705, 7379, 7127, 6206","7243, 6130, 7441, 5823",1.6457676767725724
ID842257511,2,"7302, 6630, 7244, 5034","6539, 5346, 7333, 6846",2.129496767617014
ID638001908,Not specified,5754,5546,2.9177431760307617
ID196653513,1,5194,6757,2.8316450047391317
ID800517955,4,"5494, 6157, 5967, 6237","7020, 6991, 7790, 7622, 7791",4.461201041734156
ID39738415,2,5337,6789,6.869449987713061
ID574147439,1,"6055, 6762, 6598","5382, 6596, 7556",4.073864384039687
ID431717719,2,"6856, 6082, 6769","7418, 5014, 5239",1.7400869585527132
ID881939681,1,7478,7615,4.582742995636166
ID580708640,2,"5660, 7927, 7630, 6333","7035, 6869, 7890, 7497, 5382",3.37818533385177
ID742945241,4,"7217, 6722, 7042, 7398","6668, 5054, 5592, 6048",6.242689266745858
ID100081393,3,"7251, 6344","6598, 6435",4.067752332832688
ID790390827,Not specified,5155,5076,2.76744219154124
ID225055328,5,"7875, 6405, 6681","6450, 7379, 5918",6.315368798794398
ID697779754,5,7952,"6608, 7101",2.1404531841077112
ID218716983,3,6400,"7071, 7289",2.5372707559723406
ID859278811,3,5689,5024,6.519083243436597
ID413787971,3,"6675, 6068, 5398, 5970, 5965, 5831","7586, 7520, 7117, 7675, 7758, 6866",5.418245680572341
ID470099899,5,"6515, 6564, 6040","5504, 6005, 5405",4.084357026399073
ID364402980,Not specified,7962,5513,1.5436955325022754
ID686499514,Not specified,7671,5943,2.229977868189813
ID558798175,3,"7551, 6834, 6287, 5162","6655, 5386, 7972, 6075, 7182",3.3801747212347064
ID532104307,4,7120,6997,1.19448592439133
ID903848256,Not specified,6146,6816,2.875107100505824
ID795465900,5,"5034, 6872","5286, 6160, 5451",3.7746247848467167
ID848224765,1,6831,"7787, 7480",1.7362255257451085
ID737557014,5,"6772, 5582, 6944","7704, 6623, 7673",4.311096998417621
ID546128984,4,"6291, 5277, 5507","6435, 6808, 6999",2.822458451041593
ID487034424,3,"7142, 5018, 6278","5440, 5198, 7825",1.666225642652836
ID569944525,Not specified,7071,"7651, 7342",5.656988792094191
ID619318907,Not specified,"7271, 5192, 7434, 7984, 6484, 6172","6328, 7930, 6819, 5640, 7298, 5561",4.164623838619609
ID737882310,Not specified,5102,"5021, 7772",3.171914915413954
ID52493623,3,7367,5271,3.1723977129283325
ID438646638,3,"6017, 7208","6532, 6903",6.863167624194256
ID505836549,2,"6413, 6628, 6362, 6405, 5497","7441, 7225, 5271, 6130, 7714",3.995464892075282
ID849511039,Not specified,"5697, 7588, 6165, 6612, 6104","7133, 5945, 6718, 6187, 7705",1.5324969167842881
ID597661220,5,"6292, 5783, 5868, 7843, 6549","5761, 5740, 6155, 5612, 6009",2.688308014237082
ID433058630,1,6451,6831,4.264528661827859
ID274197722,5,"7109, 5986, 7288, 7135, 6241, 6533, 7352","7743, 7092, 7290, 5329, 5444, 7159, 6080, 5919",2.854837251112662
ID507116303,1,"7943, 7845, 7433","6491, 7412, 6073",2.886872015135735
ID553004048,5,"6028, 7616, 6592, 6889, 6674, 5804, 7116","5583, 6573, 7816, 7594, 7878, 7180, 5744, 5427",3.7112256925447573
ID876505170,2,"5974, 7796, 6481, 7172, 6123, 6147","7358, 7818, 5174, 7103, 5736, 6256",2.866061875151838
ID285207832,2,"7044, 5609, 7843, 5302","6849, 5193, 6402, 7570, 7553",4.291275201552064
ID714899539,5,"5369, 6840, 7042, 7557","5418, 7268, 7178, 7953, 6404",1.492390600605383
ID993835671,4,"5514, 6366, 6582, 5165, 6791, 7643, 5386, 6016, 5042","5396, 5964, 6231, 5334, 6652, 7674, 7076, 7053, 5532",4.0080935796374915
ID224778789,3,"7223, 6570, 6665, 6145, 5986","7608, 5066, 6416, 6935, 5553",4.577827575365229
ID415873737,1,"6992, 6637, 7964, 5603","7482, 7176, 5418, 7569, 7557",4.993849194306602
ID766244433,4,"5002, 7751, 7574","7170, 6948, 5303",1.7629428382517667
ID166118635,2,"7824, 5866","6528, 5972",4.291497252187612
ID390136104,Not specified,5427,5460,0.0
ID16289096,Not specified,7385,5535,0.8597993851694685
ID677978770,5,7899,"7056, 6817",0.7644608407924114
ID21612759,2,6478,"6221, 7820",5.552859722587142
ID713711696,5,"7634, 6148, 5985, 7183","7056, 7018, 7743, 6658, 5572",5.9293613458037875
ID920865939,4,5348,5255,1.9929151487756387
ID262281042,Not specified,7118,"7598, 6146",2.1641176657575074
ID358909668,1,"5844, 5091, 6385, 6777","6414, 5652, 7111, 7969, 6556",5.478164644392235
ID187962488,1,"7029, 6866","6183, 6252",1.182918586731743
ID502003141,3,5107,7689,3.6997563836415726
ID112941171,2,5308,"6007, 5952",3.945910950107828
ID581655302,3,"7128, 5885, 6920, 7822","6153, 6990, 5896, 6455",7.244831873848885
ID183720730,Not specified,5216,6927,1.8610287616570726
ID937998194,1,6244,6131,0.4545838416764061
ID248615940,5,7575,5570,0.0
ID196048671,5,5262,5331,1.8493830118215433
ID856172352,4,"7100, 6872, 5528, 5544","5594, 6261, 5381, 6775, 5158",1.6642308628886242
ID55549384,2,"7219, 7827","5100, 5751",1.541992512254483
ID357893889,5,"5487, 5214, 6429","7185, 6312, 6420",3.494735163528546
ID323531175,5,"7789, 6684, 7316","7673, 7283, 6692",5.832958438028523
ID447886219,3,"6993, 7128, 6837","7886, 6960, 6031",6.055859649273736
ID69981111,Not specified,6420,"5817, 7436",3.4284882988638685
