Book ID,Book Genre,Barcode,Difficulty (Reader suggested),Number Of Words,Price (2017),Price (2018),Most Sold At,Number Sold
6476,19,#19-485378,5,2317,48.71647487560282,50.55690892515841,DHC-Online,2245
6477,24,#24-329020,3,3230,38.40128983240865,38.17638817338141,Level 5 Daniel Shop,3280
6478,1,#1-408795,4,1687,29.778075297678726,30.877502809903092,PythonBooks,4383
6479,3,#3-487213,3,1510,2.4593684086970216,2.8128874880520245,PythonBooks,697
6480,16,#16-455273,4,3513,15.880855516403582,17.62158681921933,Level 5 Daniel Shop,1855
6481,28,#28-380164,1,2511,22.993723256987003,22.579908081471157,Level 5 Daniel Shop,2676
6482,24,#24-448024,1,4860,43.3573736155762,44.74100894877935,Level 5 Daniel Shop,1339
6483,14,#14-350964,3,3053,32.43200239899786,33.7393779459853,Level 5 Daniel Shop,1010
6484,11,#11-371661,4,4682,44.365779387138595,44.03123561815267,DHC-Online,3527
6485,6,#6-409188,5,2742,36.50651230039382,37.667211140649904,PythonBooks,1379
6486,23,#23-442741,3,907,24.93821253383767,26.18820647582324,PythonBooks,4406
6487,9,#9-435271,4,1249,29.079498616815084,30.67737392670916,DHC-Online,4616
6488,10,#10-376284,2,3206,26.626961890104297,27.575031064656546,DHC-Online,3716
6489,28,#28-472292,5,2743,33.96430834458762,35.74355472131915,DHC-Online,3207
6490,7,#7-450261,5,816,3.061130264533925,5.0264661433831765,PythonBooks,1804
6491,29,#29-363503,1,3103,7.2388082880319145,7.376950158223615,PythonBooks,1030
6492,21,#21-355892,3,3872,44.21274080340386,43.803992501014115,PythonBooks,1909
6493,28,#28-329433,1,1751,3.546575812292879,3.1876273261628194,DHC-Online,235
6494,1,#1-387772,3,3022,46.57574357851165,46.83618905609765,Level 5 Daniel Shop,4021
6495,19,#19-445763,4,2619,9.62220036634243,10.809644251159568,EduBooks,2642
6496,24,#24-415392,5,2870,4.834342258268343,5.019320199015513,PythonBooks,3860
6497,24,#24-333338,3,457,44.68073085893047,45.82670691370689,DHC-Online,3009
6498,18,#18-497117,5,3092,9.940442252519606,10.079315295667802,PythonBooks,2998
6499,1,#1-301822,3,2617,46.35150503090652,46.02534486153235,Daniel's Bookshop,1863
6500,3,#3-332021,2,2908,29.16950857726474,30.92050156229697,Daniel's Bookshop,141
6501,12,#12-469902,5,3392,48.8742375252015,50.453790988339236,EduBooks,2680
6502,9,#9-310346,3,3978,16.579211678780048,16.408434236509468,PythonBooks,2957
6503,26,#26-384662,3,2795,3.894296642612904,3.899475719410208,DHC-Online,460
6504,29,#29-494981,5,1544,45.093811315615326,47.04288669893236,DHC-Online,309
6505,28,#28-477626,1,177,29.94766646622065,29.77652810479438,Level 5 Daniel Shop,2227
6506,23,#23-470914,1,1881,10.73827061447088,10.733278126264096,Daniel's Bookshop,3664
6507,13,#13-480814,1,114,13.592418442390642,15.137297599618526,PythonBooks,4668
6508,4,#4-495807,5,2176,46.325671296150794,45.883124114863236,Level 5 Daniel Shop,2342
6509,21,#21-386592,2,2290,17.21295362406163,18.86146043108866,EduBooks,2360
6510,30,#30-349906,4,844,24.057400001831386,24.27677816984935,Daniel's Bookshop,258
6511,10,#10-380916,5,2501,28.386681061381328,28.373760851795048,Level 5 Daniel Shop,100
6512,24,#24-435107,5,2983,47.43517267941155,48.18227145990292,DHC-Online,736
6513,12,#12-461415,2,3206,45.298234234562486,45.96761485233558,EduBooks,1364
6514,28,#28-474247,5,518,5.579296263502707,6.96303747404027,Daniel's Bookshop,2640
6515,30,#30-467788,5,4857,6.908936521808287,6.701815396952679,EduBooks,3547
6516,29,#29-405538,1,3499,4.194968845774993,4.292866493351543,PythonBooks,4222
6517,9,#9-437283,1,293,43.39099790728184,43.471330026775966,PythonBooks,816
6518,20,#20-435914,2,2165,25.460742021799643,26.7496378482036,Level 5 Daniel Shop,908
6519,27,#27-416828,5,4953,21.33577691841717,21.903953855840413,Level 5 Daniel Shop,181
6520,20,#20-337076,1,3283,18.26076366802753,19.753618672041412,EduBooks,2563
6521,6,#6-418452,4,4257,33.87418307197782,35.07752588745423,Daniel's Bookshop,4421
6522,18,#18-374017,1,1876,7.238537660345937,8.842618682381813,DHC-Online,355
6523,8,#8-463865,5,3260,22.160288521568305,22.859700602625733,Daniel's Bookshop,2493
6524,4,#4-465400,4,4597,48.12078061587228,48.796432186395606,Daniel's Bookshop,3833
6525,1,#1-485501,1,1944,21.328568469926083,21.335683084779753,PythonBooks,3330
6526,30,#30-392667,4,4903,23.07714679040634,22.842674543433194,Level 5 Daniel Shop,440
6527,0,#0-324423,3,3978,37.450836310301426,38.46266316728193,Level 5 Daniel Shop,1733
6528,14,#14-393494,2,1484,1.2071211928651209,2.6322745041399314,Daniel's Bookshop,130
6529,13,#13-402529,1,2387,5.538197888462231,5.085900128747632,Daniel's Bookshop,1188
6530,23,#23-308006,1,3732,48.982032524147066,50.747283616788984,Level 5 Daniel Shop,956
6531,4,#4-321792,2,2330,37.894375736702834,39.50256126784415,PythonBooks,2753
6532,11,#11-383679,2,909,2.4127020178786553,2.059771083160392,EduBooks,4488
6533,15,#15-493625,5,460,39.68084647465316,39.70045414679602,PythonBooks,3321
6534,0,#0-419494,5,4688,4.570780468863978,6.515471436651116,PythonBooks,1216
6535,15,#15-436374,5,3396,21.1464976817772,23.13082121914718,Level 5 Daniel Shop,1546
6536,1,#1-390836,3,999,29.362202673227767,31.055474760405964,DHC-Online,1039
6537,19,#19-442973,4,939,29.867193592817127,30.104438118617008,Daniel's Bookshop,2640
6538,12,#12-420321,3,1518,15.156730030133039,16.046976170452737,Daniel's Bookshop,658
6539,13,#13-450273,5,1571,6.21797580505031,6.31403587509193,Level 5 Daniel Shop,3797
6540,1,#1-470271,4,1994,43.05986417632675,44.51596984283376,EduBooks,2143
6541,23,#23-451345,1,442,32.03987836075887,31.88333719848985,EduBooks,1641
6542,3,#3-404968,4,3398,36.96298566187948,37.34680977927099,Daniel's Bookshop,2692
6543,25,#25-460891,1,2812,40.902502400242206,42.73403841233528,Daniel's Bookshop,1169
6544,26,#26-447029,1,2554,13.999169631376096,13.79302898354358,PythonBooks,324
6545,10,#10-367114,1,1404,26.072594296641867,27.43704963938119,PythonBooks,3584
6546,9,#9-413539,2,3922,7.62288479333797,7.625851060082851,DHC-Online,2537
6547,7,#7-360727,4,2561,24.795624770226908,25.840165692774654,DHC-Online,4062
6548,13,#13-433687,2,1166,4.644667460394857,4.953776275824966,Daniel's Bookshop,1596
6549,18,#18-343399,5,2390,16.414608356015407,15.961700044017618,DHC-Online,2720
6550,11,#11-361088,2,3159,19.737213086438324,21.622298034346123,DHC-Online,3216
6551,6,#6-351452,3,4122,46.52684137081597,47.148997211069975,DHC-Online,2197
6552,3,#3-308692,1,2650,34.49154043419109,34.06304241241201,PythonBooks,461
6553,23,#23-438173,4,3541,25.138202575549233,26.83631640647664,Daniel's Bookshop,2371
6554,20,#20-340699,4,2824,24.585602318657518,25.586057797536455,EduBooks,4029
6555,25,#25-367255,2,3567,10.11010975524509,10.150198099064445,EduBooks,4264
6556,11,#11-475619,2,3823,27.84632898221675,27.909013010603097,DHC-Online,1356
6557,2,#2-487687,2,3417,17.833872954811724,17.949818327400624,EduBooks,216
6558,27,#27-330582,4,3501,28.069182970008956,29.088777359810543,PythonBooks,2735
6559,5,#5-443093,2,3302,37.152690440735356,38.6676780709742,PythonBooks,850
6560,27,#27-446996,4,1683,45.35186308550388,45.21154573286214,DHC-Online,2968
6561,7,#7-402978,1,287,35.517311293996386,36.93853690087282,Level 5 Daniel Shop,4772
6562,28,#28-418240,1,189,13.14809945266818,14.964542095497942,Daniel's Bookshop,560
6563,26,#26-314054,2,4796,34.75523122301451,36.41853093643158,DHC-Online,4106
6564,30,#30-353994,2,3055,36.65096321032518,37.440326941866516,EduBooks,1510
6565,21,#21-309704,4,4474,47.61107096348101,48.4779218849016,Daniel's Bookshop,4244
6566,3,#3-404768,4,4004,21.055290038024374,21.623592147832476,EduBooks,1126
6567,17,#17-342870,3,3202,46.125335207771656,46.18561411855106,EduBooks,745
6568,10,#10-356212,4,1951,10.486699450905355,10.168390115902023,Daniel's Bookshop,1150
6569,9,#9-311341,3,2197,48.679509940954006,50.31725678543856,DHC-Online,1562
6570,18,#18-499038,1,784,42.95881609359633,44.45244295658642,DHC-Online,1023
6571,23,#23-489480,1,972,16.160910121972012,17.19186792422689,Daniel's Bookshop,329
6572,19,#19-459419,4,4294,38.11095605696716,40.08359083262311,PythonBooks,1196
6573,2,#2-358446,4,2363,21.385363601162606,22.897104477664488,Daniel's Bookshop,2619
6574,21,#21-307134,3,4985,30.10448170210824,30.90953707983973,DHC-Online,3778
6575,27,#27-368786,2,3976,1.1694092498795163,3.1585472513741824,DHC-Online,2978
6576,26,#26-475087,2,809,25.9305692041251,25.45958409612674,PythonBooks,2838
6577,18,#18-481661,5,2530,47.33139571562335,47.45212623201464,EduBooks,207
6578,29,#29-340759,2,1488,7.402625982181044,7.053568438169341,Level 5 Daniel Shop,944
6579,15,#15-449527,5,3574,40.842913676704605,40.96588624298045,Daniel's Bookshop,1919
6580,1,#1-431820,1,1385,43.72992383972387,45.40199426780486,EduBooks,3820
6581,15,#15-386467,5,371,21.968967806571502,21.633368904764225,Daniel's Bookshop,3967
6582,6,#6-332056,5,3630,21.93994075684783,23.898983341335434,Level 5 Daniel Shop,2538
6583,21,#21-318984,3,4077,48.784273742211305,49.43342382027802,Level 5 Daniel Shop,3029
6584,12,#12-364173,2,631,31.055572316712393,30.742624345581714,EduBooks,2464
6585,3,#3-338383,4,914,47.25384731156013,48.82659085690167,Daniel's Bookshop,258
6586,8,#8-371043,3,3388,30.75704404037812,31.200811434328955,EduBooks,4549
6587,30,#30-361721,1,4822,9.134113368050423,9.585082699062513,Level 5 Daniel Shop,2383
6588,19,#19-354390,1,4756,11.567495680919725,12.198320836342186,EduBooks,3849
6589,25,#25-329720,1,3953,33.28874899037931,34.41881340962688,DHC-Online,4318
6590,14,#14-302248,3,1887,5.076037197677905,5.669496583274549,Level 5 Daniel Shop,3765
6591,15,#15-410559,5,4797,3.173328771955638,4.201881637859031,Level 5 Daniel Shop,2973
6592,11,#11-342295,2,2255,14.022946011962025,13.992155246677676,PythonBooks,4715
6593,10,#10-430676,1,1165,42.810289915312104,44.7946718200275,DHC-Online,532
6594,28,#28-477560,3,4278,21.73462437661913,21.656858257133628,Daniel's Bookshop,1746
6595,16,#16-472029,4,3463,34.137157436487165,34.29097055192632,EduBooks,2971
6596,17,#17-449672,4,1626,23.436638212605647,24.403423250300143,Daniel's Bookshop,126
6597,27,#27-447630,2,745,30.400761759130162,30.58680954305391,Daniel's Bookshop,2105
6598,28,#28-389250,1,620,17.75566950594579,18.559599821065934,EduBooks,3736
6599,26,#26-408760,4,651,12.508861426692008,12.064029947687848,Daniel's Bookshop,881
6600,8,#8-360931,3,4624,18.704247361896137,19.835056078207916,Level 5 Daniel Shop,1181
6601,16,#16-439245,5,2441,11.84818901662531,13.400101058531034,Daniel's Bookshop,481
6602,1,#1-455597,3,382,1.7487827346244529,1.6760974329936258,Daniel's Bookshop,778
6603,1,#1-400238,4,2376,1.2589254322415862,1.5857283344927362,Level 5 Daniel Shop,4232
6604,3,#3-366685,1,2542,24.51699063237258,25.991725736756457,Level 5 Daniel Shop,397
6605,0,#0-303360,3,2511,27.307306310481053,27.823016659065452,Daniel's Bookshop,2704
6606,20,#20-424559,1,2068,25.434731835716388,26.335812014775254,EduBooks,3398
6607,24,#24-442060,5,4662,8.734832987438104,8.360561541190338,PythonBooks,614
6608,24,#24-466293,4,1778,34.97534930778475,35.62138394788424,DHC-Online,1550
6609,22,#22-370022,2,3357,33.55477021858555,34.1814883969485,EduBooks,588
6610,7,#7-356365,1,4137,38.51812148706616,39.12362136298396,Level 5 Daniel Shop,1503
6611,10,#10-360779,1,2038,40.13855737069465,41.29620528074452,Daniel's Bookshop,606
6612,2,#2-386547,2,4177,25.68656411147905,26.834674482190984,Daniel's Bookshop,4643
6613,9,#9-376628,1,3887,25.395675105497233,26.02648441064087,Level 5 Daniel Shop,2226
6614,1,#1-323265,4,1446,34.302117282037024,34.55620789247622,Daniel's Bookshop,1633
6615,23,#23-384378,3,3188,42.82210129183947,42.64187426945337,Daniel's Bookshop,1698
6616,23,#23-365654,2,2015,1.2891351736752503,2.857384940763101,DHC-Online,4977
6617,1,#1-440281,3,3484,33.21984856355688,34.79749764451196,PythonBooks,1220
6618,1,#1-324213,2,3700,2.70005220401796,2.8261111109548027,Daniel's Bookshop,885
6619,6,#6-340310,5,3805,31.662194759215556,33.34952509826157,PythonBooks,1691
6620,19,#19-479958,3,1153,2.42942179224523,2.5393003957135867,Daniel's Bookshop,3652
6621,2,#2-395830,2,2589,29.94447039098078,30.86075622068974,Daniel's Bookshop,547
6622,16,#16-473718,2,3175,44.878226244604086,46.63082647738004,DHC-Online,2022
6623,4,#4-452325,3,158,30.071265372389,30.662750477320785,Daniel's Bookshop,4951
6624,18,#18-365317,5,4665,16.760354158976384,18.132779919155098,PythonBooks,4342
6625,24,#24-402587,2,1405,15.481263144569247,16.09055941892385,PythonBooks,2149
6626,17,#17-353230,2,3338,10.522589442883556,10.541097542927595,Daniel's Bookshop,4929
6627,10,#10-485104,5,4278,31.64007332415571,32.22212967673052,PythonBooks,1254
6628,0,#0-400604,5,1507,7.690040481378178,8.699021463496733,Daniel's Bookshop,3985
6629,27,#27-429475,5,2122,35.222506145661455,35.20386226277623,Level 5 Daniel Shop,2874
6630,20,#20-458420,5,4457,29.55851060060021,29.899575082436282,Level 5 Daniel Shop,3336
6631,6,#6-482282,5,3805,43.58893164281968,44.37913961089039,Daniel's Bookshop,2555
6632,4,#4-361593,4,2608,30.685090009832326,32.09680251723368,EduBooks,1278
6633,14,#14-356627,4,4169,34.456826168843364,35.843320441770935,EduBooks,676
6634,0,#0-301511,4,353,39.93486408304532,40.109625834573265,Level 5 Daniel Shop,4687
6635,14,#14-428033,4,1564,45.242596066321745,45.820872667243805,PythonBooks,1311
6636,0,#0-383362,2,4833,31.14308039720667,30.853772272038793,PythonBooks,344
6637,22,#22-300781,5,3917,16.95270395177884,16.80179752704181,DHC-Online,571
6638,13,#13-392862,1,1224,3.8740616221882513,5.358360136571,Daniel's Bookshop,1671
6639,6,#6-466326,1,340,5.887975932381821,6.976436206761775,Daniel's Bookshop,3274
6640,7,#7-454885,2,587,25.54613949977662,27.063803252077903,Daniel's Bookshop,4542
6641,28,#28-415135,1,2416,43.52045519572737,44.17417431096961,Level 5 Daniel Shop,1378
6642,10,#10-438369,1,2787,5.442055169574113,6.673865263691379,Level 5 Daniel Shop,4696
6643,21,#21-301075,1,4424,16.9056326302076,17.096745742509974,PythonBooks,4923
6644,9,#9-456734,5,1625,38.20839798808443,38.563783746638855,PythonBooks,1040
6645,25,#25-447226,1,4944,45.94598016426217,47.26660050554198,Daniel's Bookshop,3545
6646,11,#11-487397,3,2939,35.06443603424063,36.86265875363167,DHC-Online,4299
6647,28,#28-372626,4,1238,35.443747548656866,36.98142484567408,Daniel's Bookshop,2818
6648,30,#30-417963,2,2470,33.42792329947021,33.14289467511146,Level 5 Daniel Shop,605
6649,21,#21-440076,3,612,39.797155100485725,40.84476724103379,DHC-Online,4087
6650,19,#19-386186,5,4710,31.73599939701432,31.58947955423926,PythonBooks,4877
6651,21,#21-372963,2,3941,38.15431257118691,39.57624295523628,DHC-Online,3095
6652,3,#3-403886,3,4420,24.68657752468287,24.43351351688575,EduBooks,2240
6653,15,#15-401765,4,1549,42.63628784883923,42.482047571719605,Level 5 Daniel Shop,1468
6654,10,#10-444780,2,1449,38.67762103270736,40.020270789967924,DHC-Online,138
6655,10,#10-475774,5,1045,6.465976963170776,7.225065664268175,DHC-Online,4546
6656,29,#29-498078,1,4585,47.91684026181,47.62448868581979,DHC-Online,4996
6657,13,#13-320099,3,1885,14.503059934746782,15.581797218197993,EduBooks,4803
6658,15,#15-425337,1,2383,45.70877509966424,45.79230542820929,PythonBooks,3605
6659,23,#23-357158,5,1524,21.317713003216678,20.851150487956698,EduBooks,1850
6660,9,#9-449170,2,219,40.07301487325549,41.680165074812464,DHC-Online,458
6661,12,#12-440434,4,3229,15.235808943631985,16.165241867432446,PythonBooks,2725
6662,8,#8-438525,3,2244,6.453655360782712,7.447152104370327,PythonBooks,1452
6663,16,#16-368150,4,2862,39.65520108194012,39.26526901431734,EduBooks,755
6664,14,#14-342275,1,3872,6.576249553034768,6.696825486058963,EduBooks,278
6665,18,#18-379845,3,2801,19.156905344628644,20.498447380953497,PythonBooks,2632
6666,7,#7-402507,3,269,17.92551349365504,19.85397046275343,Daniel's Bookshop,676
6667,8,#8-449910,2,4621,47.62905825387906,47.86077656105997,DHC-Online,1212
6668,25,#25-405650,4,141,35.588198689750975,35.49672651398062,DHC-Online,4832
6669,18,#18-479383,3,4059,37.26744789452317,37.10601895995931,PythonBooks,1908
6670,13,#13-483631,1,996,39.33380192495212,40.52190242837293,Level 5 Daniel Shop,3893
6671,19,#19-467515,4,3204,32.919220345331915,34.026205812228945,Daniel's Bookshop,2512
6672,4,#4-475344,5,1339,32.19145074527991,33.77916633192101,EduBooks,719
6673,15,#15-390728,2,4866,18.725152297584142,19.67218561082368,PythonBooks,2643
6674,11,#11-441165,2,622,13.35937428987278,14.911278984313487,EduBooks,1062
6675,27,#27-311223,2,2499,37.29135146355964,38.999628373043095,EduBooks,1423
6676,15,#15-406699,2,2079,1.8019137692328167,2.6919345428908414,Level 5 Daniel Shop,3225
6677,14,#14-471276,4,4067,22.99124784658753,23.080701336718086,DHC-Online,4699
6678,9,#9-459131,3,2310,9.759091736938123,9.514017541874685,Daniel's Bookshop,177
6679,4,#4-398675,5,542,8.594309413251302,8.193103060075625,EduBooks,186
6680,23,#23-397550,1,4535,41.70928392030965,41.57626720635163,EduBooks,2401
6681,24,#24-435205,2,423,7.775388189752183,7.425701298878678,DHC-Online,4395
6682,14,#14-446003,1,4952,34.04154589460071,35.81508182488282,Daniel's Bookshop,1549
6683,3,#3-331920,4,1712,22.728557606365204,23.284761156835035,DHC-Online,3187
6684,7,#7-480476,3,2941,23.476793794843307,24.594945274359773,Level 5 Daniel Shop,3843
6685,2,#2-453433,5,4448,13.118844769303553,14.347252490799432,EduBooks,3811
6686,0,#0-325065,2,3012,38.81856634980472,39.78728811091894,Daniel's Bookshop,1253
6687,8,#8-460656,3,3121,10.68910078905813,10.337858147839784,Level 5 Daniel Shop,535
6688,17,#17-352695,5,1914,20.82616467578897,21.48775384690301,DHC-Online,3999
6689,7,#7-398223,2,4197,43.48047527795068,44.50319206220394,Level 5 Daniel Shop,4292
6690,14,#14-424766,3,687,7.6738575613166224,7.662613424254697,EduBooks,2826
6691,28,#28-389169,4,1166,8.651240527691234,9.372439691243136,EduBooks,3060
6692,8,#8-455309,2,1427,25.235812664595972,24.906717997421346,Daniel's Bookshop,4466
6693,20,#20-378068,1,1848,13.586679855249345,15.016721009598422,PythonBooks,4493
6694,16,#16-330471,3,1681,27.77471539088937,29.691119531165228,Level 5 Daniel Shop,3809
6695,18,#18-313786,1,4938,36.96217013534713,37.911131065857916,EduBooks,4555
6696,18,#18-320152,2,456,11.590434801118757,13.162594024319054,DHC-Online,234
6697,4,#4-357358,4,1525,12.05264821886782,12.208790219077727,EduBooks,4950
6698,26,#26-312073,4,4448,12.173466388701584,12.270953716676908,Daniel's Bookshop,179
6699,18,#18-396335,4,3580,43.55431225701763,43.304859536303624,DHC-Online,2414
6700,24,#24-396719,1,2799,45.16175507963379,46.04630946851228,EduBooks,2492
6701,29,#29-483555,3,4775,43.45422739235283,44.93266860234412,EduBooks,4040
6702,12,#12-360368,2,480,15.6921987592147,16.73245536172518,PythonBooks,1458
6703,20,#20-429655,4,680,23.51694938143542,23.06757409446739,PythonBooks,1071
6704,6,#6-308655,5,4277,25.064818632577577,24.694372493425117,PythonBooks,2376
6705,16,#16-338756,5,2546,38.01385083114684,38.79173505530269,PythonBooks,3724
6706,16,#16-356639,3,3020,16.674459999796067,18.2647484918155,PythonBooks,739
6707,25,#25-328700,1,250,5.6904456004755914,5.882407429877951,PythonBooks,1309
6708,12,#12-344637,3,248,25.534105934271935,27.014188322414295,Daniel's Bookshop,4675
6709,8,#8-383965,5,2251,42.941884583802675,44.1160213708387,Level 5 Daniel Shop,3453
6710,4,#4-341579,1,429,6.798709396411487,8.36871040312168,Daniel's Bookshop,4909
6711,23,#23-408040,1,4562,18.721368193300705,18.823793521712467,PythonBooks,2198
6712,9,#9-370352,4,4879,33.307732017462236,34.872993895023455,EduBooks,4327
6713,12,#12-437665,1,4223,24.525426108873926,25.39707962380147,Daniel's Bookshop,4375
6714,2,#2-362081,3,4782,14.945175042172702,15.68528748585433,PythonBooks,3874
6715,27,#27-417664,3,2466,39.45659639391431,39.77297503461739,Level 5 Daniel Shop,3216
6716,14,#14-410264,4,4562,41.37403552012343,41.16320333282226,Daniel's Bookshop,4654
6717,18,#18-445120,5,1838,30.56315668647087,32.44121701491299,DHC-Online,616
6718,21,#21-408955,2,3577,7.031194809804815,8.20369637244841,EduBooks,840
6719,15,#15-469441,4,4059,19.011752372180112,18.603718079558654,PythonBooks,1228
6720,14,#14-431377,4,1932,40.15746965052292,40.16039680221839,Level 5 Daniel Shop,3444
6721,14,#14-493603,3,2347,23.605857357019925,24.983333594881415,EduBooks,608
6722,13,#13-331599,4,454,49.02850003694279,49.0974668686773,EduBooks,2789
6723,6,#6-340190,4,1726,40.25202211302873,41.66918150200979,EduBooks,643
6724,4,#4-423919,5,4502,20.931249989551418,21.510471847753507,PythonBooks,1117
6725,20,#20-326926,2,1124,13.36013848856072,13.812512479457938,Level 5 Daniel Shop,3399
6726,29,#29-471691,2,4393,10.807118762390848,10.605297766155418,EduBooks,1085
6727,26,#26-320102,1,1276,7.777997507369257,8.996968613308939,PythonBooks,4272
6728,3,#3-426442,5,740,9.693298958746025,11.031561767691223,Daniel's Bookshop,1081
6729,22,#22-458138,1,570,11.345251472374128,12.204775657327787,Level 5 Daniel Shop,1549
6730,1,#1-495752,2,4536,10.59925877116558,12.18298436517297,PythonBooks,1955
6731,30,#30-326289,2,693,6.985207751334622,7.959331844648484,DHC-Online,889
6732,18,#18-429104,3,3269,27.29967695869405,28.836389725154888,Daniel's Bookshop,1496
6733,28,#28-425491,3,4893,17.089881287401095,16.70418644770019,EduBooks,3328
6734,18,#18-397708,3,394,42.64262234802765,44.26212510217843,DHC-Online,4883
6735,26,#26-360509,5,1929,17.433237186864428,18.756698162591114,EduBooks,2934
6736,23,#23-421423,3,3091,5.791602591123679,6.606466321242597,Daniel's Bookshop,977
6737,1,#1-301143,2,1369,47.05220838090315,48.96857053408436,Level 5 Daniel Shop,4910
6738,2,#2-370981,1,231,48.51926160741471,49.49913104348671,EduBooks,3248
6739,18,#18-451094,5,158,15.645064804845044,15.709280983213018,EduBooks,1688
6740,23,#23-446032,4,2615,13.367139211099818,14.786643824942942,Level 5 Daniel Shop,4250
6741,5,#5-433391,3,3664,14.296083786662168,14.528012474848074,DHC-Online,2078
6742,14,#14-349288,4,714,12.063213507831069,13.274978971861291,Level 5 Daniel Shop,1373
6743,13,#13-449011,1,2149,16.759230345016896,18.12750138963321,EduBooks,4498
6744,5,#5-482858,2,4283,49.04938397900212,50.98098110251882,Daniel's Bookshop,477
6745,30,#30-491887,4,2031,45.69729982424337,47.69506674602847,EduBooks,4174
6746,15,#15-410494,4,1915,43.85377248704781,45.382467210125995,PythonBooks,223
6747,22,#22-490666,4,1894,12.591122120391981,14.328192858825359,PythonBooks,4352
6748,12,#12-401485,5,504,9.980034840470749,9.552044798670766,PythonBooks,1507
6749,27,#27-348490,1,881,7.222129719872343,7.0905956220818345,PythonBooks,4288
6750,8,#8-366345,2,1398,40.010675842095054,40.31413661466528,Daniel's Bookshop,2253
6751,13,#13-367326,5,2168,17.939008838106368,19.463987629392125,DHC-Online,4243
6752,2,#2-366348,3,2806,21.592373381271912,22.429896853400354,DHC-Online,1304
6753,9,#9-373737,3,1547,32.30354629860949,33.42775076892122,Daniel's Bookshop,204
6754,16,#16-410161,5,2163,47.757390931974804,47.31745604448167,Daniel's Bookshop,475
6755,8,#8-475463,2,4731,28.55355082604425,29.694375327775827,EduBooks,502
6756,24,#24-367833,3,2657,45.11263377096997,46.446266310047776,PythonBooks,2758
6757,30,#30-362422,1,2474,6.827273555980548,7.126834989173963,Daniel's Bookshop,3087
6758,0,#0-364837,3,750,15.971525555466156,16.609051696098724,EduBooks,352
6759,26,#26-383994,4,3189,3.5428544502040067,4.409611535546552,DHC-Online,932
6760,11,#11-472915,5,651,12.074224019133517,13.287512740215197,DHC-Online,2755
6761,0,#0-497983,1,1009,47.983281207271375,48.26532919942942,PythonBooks,4829
6762,28,#28-392277,1,3467,40.728805325685954,42.322824406972266,PythonBooks,702
6763,25,#25-369749,1,4972,40.74707924787613,40.36234335695791,EduBooks,4403
6764,11,#11-412613,2,3993,20.6698463101773,20.978011576674998,Level 5 Daniel Shop,2674
6765,27,#27-427928,1,381,17.767947611686566,19.335682915570658,Level 5 Daniel Shop,1729
6766,26,#26-489827,2,4445,14.33077274571726,16.03599909897648,DHC-Online,4286
6767,21,#21-409243,2,2082,8.837136694500243,9.79759437355407,PythonBooks,3150
6768,3,#3-493625,4,1045,49.85739597862822,49.849493647705515,Daniel's Bookshop,3242
6769,30,#30-420859,2,3289,39.894323602346724,41.454645052901824,EduBooks,2781
6770,2,#2-349317,4,2583,7.233516253777152,7.0008970461299285,EduBooks,3821
6771,10,#10-378734,2,266,10.750834232535585,11.43012480670095,Level 5 Daniel Shop,295
6772,19,#19-395763,2,1152,28.74602941496686,28.371524394594992,EduBooks,947
6773,26,#26-358966,2,2289,34.813502788250766,35.625847201130966,Level 5 Daniel Shop,762
6774,8,#8-362616,1,2968,4.919096827626106,5.311749432345951,EduBooks,3131
6775,26,#26-307853,4,2634,2.605705556776827,2.3774807110446186,PythonBooks,524
6776,19,#19-463213,2,4030,9.411347001353016,11.150160499075959,Level 5 Daniel Shop,4801
6777,1,#1-344606,4,4032,37.99666870758485,39.58103985386633,PythonBooks,1305
6778,5,#5-399766,1,1520,27.09575597891135,28.716584984288406,DHC-Online,2940
6779,26,#26-326677,1,799,22.403561205417155,21.954018947248976,Level 5 Daniel Shop,4973
6780,27,#27-477448,3,3049,35.67038882164904,36.08303398356818,Daniel's Bookshop,618
6781,13,#13-462170,2,162,17.25202203718984,17.98372044720905,DHC-Online,4008
6782,4,#4-387090,3,2850,18.833735918730873,19.83959863045412,EduBooks,2552
6783,25,#25-319058,4,4093,2.2843959011128208,3.9975465645712194,DHC-Online,3608
6784,11,#11-479388,3,3964,43.49370192599531,43.75820319804303,DHC-Online,4434
6785,16,#16-302531,3,883,7.028607128179843,8.682945246950878,EduBooks,4978
6786,22,#22-346340,2,4326,4.069840300993504,4.5331279935476045,Daniel's Bookshop,1222
6787,11,#11-454416,5,2233,32.93437647238008,34.24315267015307,Daniel's Bookshop,3388
6788,1,#1-426709,2,1808,17.329633587188003,18.738776119604744,EduBooks,680
6789,12,#12-396711,5,2060,5.303076075454274,5.528623843127727,Level 5 Daniel Shop,247
6790,0,#0-484501,3,1515,21.11207952124268,23.00992531249748,DHC-Online,2336
6791,6,#6-453828,4,1420,16.2240167524684,17.236767943010918,EduBooks,2372
6792,17,#17-369068,1,3902,18.623495576144222,20.003394582326305,PythonBooks,2644
6793,11,#11-342452,2,237,11.503775759351669,12.96090115547109,EduBooks,4868
6794,14,#14-349480,2,2029,21.53084127599544,23.498115541614006,Level 5 Daniel Shop,1056
6795,16,#16-495586,3,1318,6.150132893843684,6.580969748418125,EduBooks,473
6796,18,#18-462717,3,3429,35.38962469042001,36.56125127676175,PythonBooks,3428
